"","parish","tract","Median_household_income","Median_household_incomeMOE","Households_with_people_under18","Households_with_people_under18MOE","No_home_internet_access_percent","No_home_internet_access_MOEagg","No_home_internet_access_MOEprop"
"990","071","003702",43716,5208,299,299,0.331474597273854,113.529731788638,0.0639162543191169
"991","071","005400",40074,12047,143,143,0.32090284592738,109.603832049797,0.102041296080256
"992","071","005500",64261,11717,293,293,0.109745390693591,60.2162768692984,0.0521988661008849
"993","071","005604",94853,15448,214,214,0.104651162790698,37.3363094051889,0.0613581364075434
"994","071","009100",42537,10585,85,85,0.22274325908558,86.8389313614579,0.0962510817707134
"995","071","011400",81111,21934,225,225,0.120388349514563,70.0071424927486,0.0676958062782733
"996","071","002600",50625,13280,52,52,0.24250936329588,96.9329665284211,0.0881604533757968
"997","071","001402",24226,3258,202,202,0.496166484118291,80.6225774829855,0.078892081062427
"998","071","007800",68816,13804,101,101,0.114334470989761,39.9624824053762,0.0672498846171233
"999","003","950200",35338,11075,310,310,0.475675675675676,161.148999376354,0.129530338639426
"1000","003","950500",51289,9332,911,911,0.25709219858156,134.736780427617,0.0565332868029103
"1001","003","950100",43958,5706,601,601,0.354838709677419,156.467248969233,0.0885617663002272
"1002","003","950300",23322,4390,203,203,0.329804560260586,103.40696301507,0.0667798292253639
"1003","003","950400",47694,5456,529,529,0.381864623243934,134.733069437314,0.078435278802523
"1004","065","960200",30137,5608,329,329,0.576923076923077,105.004761796787,0.0951271049976319
"1005","065","960300",15346,3522,252,252,0.678611422172452,102.961157724649,0.0873711994326926
"1006","065","960500",35368,2170,287,287,0.455734406438632,112.294256309038,0.0973559477292578
"1007","065","960100",44519,8306,218,218,0.442836468885673,74.7328575661335,0.08664405518988
"1008","065","960400",23417,14519,268,268,0.585924713584288,89.8220462915425,0.119006847066552
"1009","113","950600",62946,13296,420,420,0.297236743838686,120.813906484312,0.0862050877428022
"1010","055","001500",66214,17407,444,444,0.0630252100840336,102.176318195558,0.0426716730321231
"1011","055","001407",86000,18265,536,536,0.117494440326168,146.89111613709,0.0536856401209926
"1012","055","001410",83314,7300,3086,3086,0.109716744352815,232.228335911017,0.0409918681826736
"1013","055","001902",49084,8429,882,882,0.210093457943925,177.589414098927,0.063514963140115
"1014","055","001901",59871,13039,1002,1002,0.206258263552226,144.138821973818,0.0607025328108278
"1015","055","002101",57868,4863,852,852,0.156427465152297,98.7927122818277,0.0494634213499484
"1016","055","000602",42104,11032,520,520,0.25253063399041,142.225173580488,0.0740618706142949
"1017","055","001003",50240,4798,359,359,0.129750982961992,82.8733974204026,0.0533727545058184
"1018","055","000700",24208,4787,394,394,0.437670609645132,117.991525119392,0.101061259571103
"1019","055","000800",23173,8111,373,373,0.385192127460169,99.9849988748312,0.0829026916267993
"1020","055","001300",21473,5110,527,527,0.501755926251097,213.845738793178,0.0882743426328862
"1021","055","001700",60946,9957,939,939,0.0768639508070715,92.1140597303148,0.0352753027722815
"1022","055","001903",42225,8139,824,824,0.13556338028169,144.308696896618,0.0623037136358845
"1023","055","002104",66292,14138,701,701,0.263132295719844,190.307645668796,0.0900909788704863
"1024","071","012101",56995,6628,205,205,0.0804150453955901,31.0644491340181,0.0399244116018271
"1025","071","001740",31080,6516,677,677,0.365168539325843,155.322245670091,0.0760494580261791
"1026","071","005000",30000,11035,80,80,0.402621722846442,56.3205113613149,0.0952744631202617
"1027","071","013100",16750,4142,182,182,0.585570469798658,70.2281994643178,0.0983851052481322
"1028","071","000400",25565,4969,193,193,0.53864168618267,92.1954445729289,0.0925961939710493
"1029","071","001200",47404,7125,66,66,0.191532258064516,66.407830863536,0.0652716673269214
"1030","071","002200",17188,3286,161,161,0.568273092369478,63.6945837571767,0.112078481160878
"1031","071","009200",11971,5160,116,116,0.614329268292683,73.7834669827869,0.0927112581025379
"1032","071","012800",59286,9013,190,190,0.209459459459459,56.859475903318,0.0625002755856711
"1033","071","001741",42059,9703,153,153,0.183189655172414,49.4772675074119,0.104479050140045
"1034","071","001100",40250,5187,142,142,0.365957446808511,74.0607858451421,0.0720306987242547
"1035","071","011200",65119,4740,123,123,0.204697986577181,43.9089968002003,0.0717249020212327
"1036","109","000101",47525,4973,655,655,0.172456068655497,173.643312569186,0.0695045471823981
"1037","109","000201",46312,2870,652,652,0.237735849056604,109.165012710117,0.0811286797459423
"1038","109","000800",30821,12423,575,575,0.382194244604317,200.179919072818,0.0831172292861194
"1039","109","001300",36949,10125,954,954,0.233065953654189,169.248338248858,0.0717447392705654
"1040","073","010202",71771,10938,1045,1045,0.119715362076182,120.01666550942,0.0496409339092484
"1041","073","001400",23277,4534,281,281,0.368421052631579,62.6498204307083,0.0915715204702764
"1042","073","005400",36683,7540,185,185,0.308733087330873,73.3757453113766,0.0832168943372994
"1043","073","010302",50288,4253,828,828,0.260047281323877,110.136279218067,0.0615927552112013
"1044","073","001100",15343,4150,435,435,0.51056338028169,103.947101931704,0.0827275187473996
"1045","073","000900",21912,5188,262,262,0.393181818181818,55.0363516232681,0.113428570229546
"1046","079","010700",44936,9111,471,471,0.164296998420221,173.461811359158,0.0902350202362944
"1047","079","011600",46620,18980,307,307,0.157354618015964,69.0507060065283,0.0768679350303974
"1048","079","012800",32019,9183,107,107,0.407506702412869,54.5893762558247,0.127356714092352
"1049","079","013000",36591,11504,194,194,0.358644859813084,80.0562302385017,0.088524905673637
"1050","079","013200",57971,9628,1180,1180,0.209693372898121,203.924005453012,0.065410784060415
"1051","079","013500",44792,7228,637,637,0.269143633892161,131.605471010897,0.054469350021163
"1052","079","011300",37771,4519,238,238,0.296095444685466,84.0773453434396,0.0869072504757336
"1053","079","010600",36278,6905,650,650,0.304899135446686,176.589920437153,0.0966250706977279
"1054","079","011700",24324,6031,270,270,0.364758698092031,81.8840643837371,0.0838292487409075
"1055","079","012200",29286,4613,413,413,0.305429864253394,119.507321951419,0.0823493540294878
"1056","079","012500",42546,10877,877,877,0.270868824531516,185.261976670875,0.0768492007066963
"1057","079","012900",21567,9108,304,304,0.462786259541985,131.590273196768,0.113207536449601
"1058","079","010400",66316,10834,272,272,0.15296803652968,47.0106370941726,0.0519078769710944
"1059","079","012100",31031,4721,359,359,0.285004142502071,101.355808910984,0.0769887391825091
"1060","079","013400",61850,7819,468,468,0.172328086164043,68.3593446428504,0.0550572712329692
"1061","079","012400",60152,15367,558,558,0.22991347342398,124.615408357073,0.0737591716308069
"1062","079","013100",22083,5701,287,287,0.440490797546012,106.174384858119,0.114196837048866
"1063","079","010300",38060,12113,903,903,0.216135458167331,172.386194342819,0.0834826309407737
"1064","079","010500",24410,10925,751,751,0.358353510895884,186.488605550044,0.082553073972894
"1065","079","012700",19565,3211,403,403,0.495777027027027,122.024587686253,0.0882816502555124
"1066","079","010100",65994,13012,1517,1517,0.166811720336525,163.884105391585,0.0468182695393815
"1067","079","013600",45156,20486,331,331,0.473303167420814,122.249744376011,0.101456058388078
"1068","079","011500",46495,5900,1032,1032,0.180875576036866,159.248233899155,0.0588784152538988
"1069","079","011000",26081,8627,428,428,0.451059535822402,143.561833368065,0.129648505794408
"1070","079","012000",15911,3596,195,195,0.619756427604871,86.8331733843696,0.0592380827112464
"1071","109","000202",54912,10498,947,947,0.294205052005944,209.570990358876,0.0760084758898054
"1072","109","000900",31123,7481,525,525,0.363765373699149,244.237589244571,0.109680056886532
"1073","109","001600",23625,3697,184,184,0.579430670339761,152.315462117278,0.121867583504109
"1074","109","001700",1e+05,10632,1721,1721,0.135860979462875,207.152118019585,0.0541438187345978
"1075","109","000102",41313,7684,504,504,0.341666666666667,135.358782500435,0.0825518079968149
"1076","109","000300",43705,8918,618,618,0.398657154846832,250.505488961819,0.10183089246923
"1077","109","001202",41724,11585,483,483,0.31866464339909,138.101412013057,0.100327837856829
"1078","109","001000",59334,8811,814,814,0.280505590666018,213.527515791291,0.101024976361256
"1079","109","000700",32125,8122,671,671,0.463439752832132,234.047003826155,0.111566806325269
"1080","109","000500",32244,12155,692,692,0.478530323151837,250.059992801727,0.101911438115255
"1081","109","001201",39542,13731,338,338,0.267317073170732,109.444049632678,0.103670706234442
"1082","109","001500",80452,7341,1138,1138,0.14549356223176,138.079687137537,0.0588766935198642
"1083","109","001100",46250,10906,407,407,0.390557939914163,144.806767797641,0.116280782119322
"1084","109","001400",44528,18695,355,355,0.278982092365693,86.4002314811714,0.0758186796812162
"1085","109","000600",41022,3767,590,590,0.358411703239289,199.471802518551,0.0912351704754153
"1086","019","000200",28429,3607,180,180,0.588597842835131,85.3814968245462,0.108521924023183
"1087","019","001100",34637,4760,368,368,0.299727520435967,173.233945865122,0.0914702681343216
"1088","019","001300",63850,11058,784,784,0.170836591086787,183.896710139143,0.070912297414368
"1089","019","002201",82608,9866,1153,1153,0.261558357581636,251.781651436319,0.0796808184987385
"1090","019","002500",59875,23681,508,508,0.209136331192006,119.883276565166,0.0836417172341712
"1091","019","003600",53892,10414,603,603,0.45513963161022,160.290361531815,0.0882979547154437
"1092","019","002300",60272,18697,219,219,0.257940327237729,106.88779163216,0.100988867296223
"1093","019","000300",25649,3312,325,325,0.510967741935484,86.4002314811714,0.10371960600646
"1094","019","001901",81094,22901,386,386,0.100071479628306,63.3245607959503,0.0446953890342832
"1095","019","000400",18355,3524,108,108,0.482142857142857,69.462219947249,0.115875441750713
"1096","019","001202",26138,3540,526,526,0.368530020703934,146.239529539725,0.0968211036164478
"1097","019","002400",40885,6262,839,839,0.262651821862348,210.85065804972,0.0990814814149367
"1098","019","003300",44712,8686,872,872,0.284510010537408,154.987096237074,0.0789153699655799
"1099","019","000500",47377,10792,366,366,0.144628099173554,77.6208734813001,0.0449693065912133
"1100","019","000700",27500,4253,550,550,0.396678966789668,242.57163890282,0.107989479574324
"1101","019","001400",26863,10571,791,791,0.405620608899297,256.164009962368,0.108284436448388
"1102","019","001600",27177,3958,413,413,0.412685337726524,147.054411698527,0.111962627413806
"1103","079","012600",32474,9804,284,284,0.265486725663717,64.007812023221,0.0766822087167851
"1104","079","013300",50250,10800,565,565,0.245149911816578,113.758516164725,0.0632870168038354
"1105","097","960500",41141,6562,766,766,0.253521126760563,95.3362470417207,0.0460500626352705
"1106","097","960900",23359,5341,522,522,0.37574159525379,144.391828023611,0.0873131537852114
"1107","097","961400",20581,5535,489,489,0.503213367609255,154.324333790883,0.087907771668159
"1108","097","960100",26568,4195,300,300,0.408811475409836,86.9252552484029,0.0806910956154646
"1109","097","960600",27086,6898,869,869,0.463327370304114,201.645728940635,0.0817252551603085
"1110","097","961900",34688,10478,510,510,0.369532428355958,103.324730824716,0.0707722996220315
"1111","097","961000",37750,9687,256,256,0.380462724935733,76.8960337078578,0.0946809234636335
"1112","097","961500",33383,4240,467,467,0.418679549114332,144.069427707616,0.0682258548187277
"1113","097","961600",17368,3862,510,510,0.442077230359521,150.545674132471,0.0921444288696559
"1114","105","954101",55703,12576,623,623,0.194670280036134,177.124250174842,0.0780452507895826
"1115","105","954200",33750,16106,302,302,0.213984835720303,103.097041664638,0.0819891274815403
"1116","105","954800",50761,8442,590,590,0.217575187969925,166.901168360201,0.0765039208906981
"1117","105","953200",42404,23656,271,271,0.392752203721841,107.563934476199,0.0803932096770548
"1118","019","002600",54067,7235,552,552,0.382022471910112,234.625233084594,0.107628467200856
"1119","019","002700",49405,10195,881,881,0.303991446899501,213.775583264319,0.0715716317176005
"1120","019","002900",47194,4043,271,271,0.284164859002169,71.3091859440283,0.0739970196309157
"1121","019","000100",37939,10067,188,188,0.42520398912058,126.562237654049,0.106153293015298
"1122","019","001000",62995,6191,306,306,0.171997585998793,80.6535802057168,0.0469418083010372
"1123","019","001201",43750,9763,667,667,0.308236483072259,154.353490404331,0.0734754213132722
"1124","019","001500",19886,8559,192,192,0.5,85.0881895447306,0.104621914013683
"1125","019","001700",36310,4029,1325,1325,0.299046663321626,269.258240356725,0.0655598132244948
"1126","019","002100",42228,5967,430,430,0.395209580838323,96.6747123088556,0.0666814079483327
"1127","019","002203",54796,18191,1020,1020,0.114961961115807,125.733845880892,0.0525187887163169
"1128","019","002204",60625,12253,820,820,0.171312721743538,127.663620503258,0.0637587666164078
"1129","019","003400",97083,21532,824,824,0.186149584487535,112.16059914248,0.0614102078568666
"1130","019","000600",30289,10309,870,870,0.469348659003831,272.919402021916,0.0994891215708202
"1131","019","000800",26844,2610,373,373,0.366756393001346,145.670861877041,0.0941229605454609
"1132","019","002000",52381,6627,1389,1389,0.361294016604638,322.778561865561,0.0886549603202825
"1133","019","002800",35543,10946,664,664,0.492481203007519,173.254148579478,0.0960379473669943
"1134","019","003102",67396,15366,214,214,0.120603015075377,48.0520551069359,0.0474068080067522
"1135","019","003200",55096,5526,234,234,0.244471744471744,71.0211236182588,0.0833388237757469
"1136","019","000900",47123,10206,409,409,0.288015463917526,112.769676775275,0.0693988037990485
"1137","019","003101",58053,11849,609,609,0.248888888888889,204.188638273534,0.0982933174792229
"1138","019","003500",36635,9166,378,378,0.423641703377386,142.555252446201,0.0945982248467138
"1139","019","003000",55125,6295,753,753,0.184155299055614,162.496153800636,0.0838947154123814
"1140","027","950200",27546,6713,225,225,0.600715137067938,85.7263086805912,0.0836247258260728
"1141","027","950500",36811,5169,338,338,0.476626947754354,114.061386980871,0.0923909311362212
"1142","027","950300",25083,5582,375,375,0.514598540145985,128.097619025492,0.0946633418663693
"1143","027","950100",36196,6321,355,355,0.511596180081855,140.160622144738,0.0815503351306877
"1144","027","950400",17532,3412,493,493,0.616935483870968,166.715326230074,0.0835667465876775
"1145","041","950200",42650,13346,352,352,0.509246088193457,132.196822957286,0.0839320887225576
"1146","041","950100",50827,11122,526,526,0.441157133464826,149.893295380414,0.0920883107864903
"1147","041","950400",40179,10461,259,259,0.554764024933215,134.617977996997,0.110305136005836
"1148","041","950600",28929,9741,249,249,0.661894273127753,126.530628703093,0.10283956071405
